datetime_str,initial_solution_value,initial_solution_routes,local_optimum_value,local_optimum_routes,exit_condition,exec_time
2021-01-31_22-01-44_310155,48983.0,"[0, 8, 15, 2, 12, 44, 28, 38, 16, 23, 22, 33, 24, 30, 31, 3, 40, 29, 0];[0, 18, 43, 34, 5, 41, 11, 13, 27, 21, 36, 37, 1, 9, 17, 6, 10, 14, 4, 7, 42, 35, 0];[0, 32, 26, 20, 39, 19, 25, 0]",42758.0,"[0, 8, 38, 24, 30, 15, 2, 12, 44, 28, 16, 22, 33, 31, 3, 29, 40, 23, 0];[0, 25, 20, 18, 43, 34, 5, 41, 11, 27, 21, 37, 36, 9, 1, 17, 6, 10, 14, 4, 7, 42, 35, 0];[0, 32, 26, 13, 39, 19, 0]",2,16.817692041397095
