datetime_str,initial_solution_value,initial_solution_routes,local_optimum_value,local_optimum_routes,exit_condition,exec_time
2021-01-31_21-55-28_182650,52214.0,"[0, 4, 7, 42, 35, 0];[0, 8, 15, 2, 12, 44, 28, 38, 16, 23, 22, 32, 26, 27, 21, 36, 37, 1, 9, 17, 6, 10, 14, 18, 43, 34, 5, 41, 11, 13, 25, 0];[0, 20, 39, 19, 0];[0, 33, 24, 30, 31, 3, 40, 29, 0]",50725.0,"[0, 4, 7, 42, 35, 0];[0, 8, 38, 15, 2, 12, 44, 28, 16, 23, 22, 32, 26, 27, 21, 36, 37, 1, 9, 17, 6, 10, 14, 18, 43, 34, 5, 41, 11, 25, 0];[0, 20, 13, 39, 19, 0];[0, 33, 24, 30, 31, 3, 29, 40, 0]",2,15.465965986251831
