datetime_str,initial_solution_value,initial_solution_routes,local_optimum_value,local_optimum_routes,exit_condition,exec_time
2021-01-31_23-30-21_408611,25159.0,"[0, 18, 11, 10, 5, 2, 3, 17, 14, 19, 4, 12, 9, 16, 7, 8, 6, 13, 1, 15, 0]",21783.0,"[0, 18, 11, 7, 10, 5, 3, 2, 16, 9, 17, 19, 12, 4, 14, 8, 6, 13, 15, 1, 0]",2,15.247695207595825
2021-01-31_23-30-40_759810,25159.0,"[0, 18, 11, 10, 5, 2, 3, 17, 14, 19, 4, 12, 9, 16, 7, 8, 6, 13, 1, 15, 0]",21783.0,"[0, 18, 11, 7, 10, 5, 3, 2, 16, 9, 17, 19, 12, 4, 14, 8, 6, 13, 15, 1, 0]",2,15.83439588546753
2021-01-31_23-30-59_034788,25159.0,"[0, 18, 11, 10, 5, 2, 3, 17, 14, 19, 4, 12, 9, 16, 7, 8, 6, 13, 1, 15, 0]",21783.0,"[0, 18, 11, 7, 10, 5, 3, 2, 16, 9, 17, 19, 12, 4, 14, 8, 6, 13, 15, 1, 0]",2,15.96563982963562
2021-01-31_23-31-18_852374,25159.0,"[0, 18, 11, 10, 5, 2, 3, 17, 14, 19, 4, 12, 9, 16, 7, 8, 6, 13, 1, 15, 0]",21705.0,"[0, 18, 11, 7, 10, 5, 3, 2, 16, 9, 17, 19, 12, 4, 14, 6, 8, 15, 1, 13, 0]",2,16.299201011657715
2021-01-31_23-31-39_643067,25159.0,"[0, 18, 11, 10, 5, 2, 3, 17, 14, 19, 4, 12, 9, 16, 7, 8, 6, 13, 1, 15, 0]",21705.0,"[0, 18, 11, 7, 10, 5, 3, 2, 16, 9, 17, 19, 12, 4, 14, 6, 8, 15, 1, 13, 0]",2,15.231936931610107
2021-01-31_23-31-58_262061,25159.0,"[0, 18, 11, 10, 5, 2, 3, 17, 14, 19, 4, 12, 9, 16, 7, 8, 6, 13, 1, 15, 0]",21783.0,"[0, 18, 11, 7, 10, 5, 3, 2, 16, 9, 17, 19, 12, 4, 14, 8, 6, 13, 15, 1, 0]",2,15.793841123580933
2021-01-31_23-32-16_336000,25159.0,"[0, 18, 11, 10, 5, 2, 3, 17, 14, 19, 4, 12, 9, 16, 7, 8, 6, 13, 1, 15, 0]",21705.0,"[0, 18, 11, 7, 10, 5, 3, 2, 16, 9, 17, 19, 12, 4, 14, 6, 8, 15, 1, 13, 0]",2,15.9502432346344
2021-01-31_23-32-34_711437,25159.0,"[0, 18, 11, 10, 5, 2, 3, 17, 14, 19, 4, 12, 9, 16, 7, 8, 6, 13, 1, 15, 0]",21783.0,"[0, 18, 11, 7, 10, 5, 3, 2, 16, 9, 17, 19, 12, 4, 14, 8, 6, 13, 15, 1, 0]",2,15.39217209815979
2021-01-31_23-32-52_638388,25159.0,"[0, 18, 11, 10, 5, 2, 3, 17, 14, 19, 4, 12, 9, 16, 7, 8, 6, 13, 1, 15, 0]",22718.0,"[0, 18, 11, 7, 10, 5, 12, 19, 4, 3, 2, 16, 9, 17, 14, 8, 6, 13, 15, 1, 0]",2,15.41625690460205
2021-01-31_23-33-11_843738,25159.0,"[0, 18, 11, 10, 5, 2, 3, 17, 14, 19, 4, 12, 9, 16, 7, 8, 6, 13, 1, 15, 0]",21783.0,"[0, 18, 11, 7, 10, 5, 3, 2, 16, 9, 17, 19, 12, 4, 14, 8, 6, 13, 15, 1, 0]",2,15.27657699584961
