it,instant,local_optimum_value
0,0.0,23440.0
1,0.587996244430542,23005.0
2,0.7016580104827881,23005.0
3,1.0560481548309326,23005.0
4,1.1740760803222656,23005.0
5,1.5249371528625488,23005.0
6,1.6428191661834717,23005.0
7,2.129415273666382,23005.0
8,2.245521068572998,23005.0
9,2.5948071479797363,23005.0
10,2.712902069091797,23005.0
11,3.0640580654144287,23005.0
12,3.181993246078491,23005.0
13,3.5327951908111572,23005.0
14,3.6466050148010254,23005.0
15,3.994821071624756,23005.0
16,4.108485221862793,23005.0
17,4.4608869552612305,23005.0
18,4.575826168060303,23005.0
19,4.93017315864563,23005.0
20,5.04849100112915,23005.0
21,5.394822120666504,23005.0
22,5.50732421875,23005.0
23,5.858450174331665,23005.0
24,5.975414991378784,23005.0
25,6.326324224472046,23005.0
26,6.445344924926758,23005.0
27,6.798105001449585,23005.0
28,6.916324138641357,23005.0
29,7.264096021652222,23005.0
30,7.377254247665405,23005.0
31,7.732057094573975,23005.0
32,7.849806070327759,23005.0
33,8.197004079818726,23005.0
34,8.312313079833984,23005.0
35,8.658310174942017,23005.0
36,8.774823188781738,23005.0
37,9.123687267303467,23005.0
38,9.241117238998413,23005.0
39,9.593194961547852,23005.0
40,9.709634065628052,23005.0
41,10.05879807472229,23005.0
42,10.175648927688599,23005.0
43,10.523616075515747,23005.0
44,10.636277914047241,23005.0
45,10.980021953582764,23005.0
46,11.09502625465393,23005.0
47,11.44346308708191,23005.0
48,11.561492204666138,23005.0
49,11.91265606880188,23005.0
50,12.02526307106018,23005.0
51,12.37888216972351,23005.0
52,12.50109314918518,23005.0
53,12.857985019683838,23005.0
54,12.977061033248901,23005.0
55,13.331395149230957,23005.0
56,13.449011087417603,23005.0
57,13.802699089050293,23005.0
58,13.918599128723145,23005.0
59,14.272036075592041,23005.0
60,14.389684200286865,23005.0
61,14.735852003097534,23005.0
62,14.853626012802124,23005.0
63,15.210503101348877,23005.0
