datetime_str,initial_solution_value,initial_solution_routes,local_optimum_value,local_optimum_routes,exit_condition,exec_time
2021-01-31_23-13-07_356975,20379.0,"[0, 1, 2, 4, 5, 6, 7, 8, 11, 10, 9, 20, 19, 18, 17, 12, 16, 15, 14, 13, 3, 0]",18091.0,"[0, 4, 5, 6, 7, 8, 10, 17, 18, 19, 20, 9, 11, 12, 16, 15, 14, 13, 3, 2, 1, 0]",2,15.353950023651125
2021-01-31_23-13-25_186088,20379.0,"[0, 1, 2, 4, 5, 6, 7, 8, 11, 10, 9, 20, 19, 18, 17, 12, 16, 15, 14, 13, 3, 0]",18091.0,"[0, 4, 5, 6, 7, 8, 10, 17, 18, 19, 20, 9, 11, 12, 16, 15, 14, 13, 3, 2, 1, 0]",2,15.422514915466307
2021-01-31_23-13-42_705493,20379.0,"[0, 1, 2, 4, 5, 6, 7, 8, 11, 10, 9, 20, 19, 18, 17, 12, 16, 15, 14, 13, 3, 0]",18091.0,"[0, 4, 5, 6, 7, 8, 10, 17, 18, 19, 20, 9, 11, 12, 16, 15, 14, 13, 3, 2, 1, 0]",2,15.815253973007202
2021-01-31_23-14-00_573362,20379.0,"[0, 1, 2, 4, 5, 6, 7, 8, 11, 10, 9, 20, 19, 18, 17, 12, 16, 15, 14, 13, 3, 0]",18091.0,"[0, 4, 5, 6, 7, 8, 10, 17, 18, 19, 20, 9, 11, 12, 16, 15, 14, 13, 3, 2, 1, 0]",2,15.696727752685547
2021-01-31_23-14-18_454058,20379.0,"[0, 1, 2, 4, 5, 6, 7, 8, 11, 10, 9, 20, 19, 18, 17, 12, 16, 15, 14, 13, 3, 0]",18091.0,"[0, 4, 5, 6, 7, 8, 10, 17, 18, 19, 20, 9, 11, 12, 16, 15, 14, 13, 3, 2, 1, 0]",2,16.09694218635559
2021-01-31_23-14-37_316714,20379.0,"[0, 1, 2, 4, 5, 6, 7, 8, 11, 10, 9, 20, 19, 18, 17, 12, 16, 15, 14, 13, 3, 0]",18091.0,"[0, 4, 5, 6, 7, 8, 10, 17, 18, 19, 20, 9, 11, 12, 16, 15, 14, 13, 3, 2, 1, 0]",2,15.783047199249268
2021-01-31_23-14-55_221295,20379.0,"[0, 1, 2, 4, 5, 6, 7, 8, 11, 10, 9, 20, 19, 18, 17, 12, 16, 15, 14, 13, 3, 0]",18091.0,"[0, 4, 5, 6, 7, 8, 10, 17, 18, 19, 20, 9, 11, 12, 16, 15, 14, 13, 3, 2, 1, 0]",2,16.13845705986023
2021-01-31_23-15-13_715257,20379.0,"[0, 1, 2, 4, 5, 6, 7, 8, 11, 10, 9, 20, 19, 18, 17, 12, 16, 15, 14, 13, 3, 0]",18091.0,"[0, 4, 5, 6, 7, 8, 10, 17, 18, 19, 20, 9, 11, 12, 16, 15, 14, 13, 3, 2, 1, 0]",2,16.087848901748654
2021-01-31_23-15-33_124046,20379.0,"[0, 1, 2, 4, 5, 6, 7, 8, 11, 10, 9, 20, 19, 18, 17, 12, 16, 15, 14, 13, 3, 0]",18091.0,"[0, 4, 5, 6, 7, 8, 10, 17, 18, 19, 20, 9, 11, 12, 16, 15, 14, 13, 3, 2, 1, 0]",2,15.372220039367676
2021-01-31_23-15-51_019055,20379.0,"[0, 1, 2, 4, 5, 6, 7, 8, 11, 10, 9, 20, 19, 18, 17, 12, 16, 15, 14, 13, 3, 0]",18091.0,"[0, 4, 5, 6, 7, 8, 10, 17, 18, 19, 20, 9, 11, 12, 16, 15, 14, 13, 3, 2, 1, 0]",2,15.06462812423706
