datetime_str,initial_solution_value,initial_solution_routes,local_optimum_value,local_optimum_routes,exit_condition,exec_time
2021-02-01_14-40-52_599923,59320.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 61, 60, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",59293.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 60, 61, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",2,600.3028781414033
2021-02-01_14-51-01_875867,59320.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 61, 60, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",59293.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 60, 61, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",2,600.0073101520537
2021-02-01_15-01-11_587304,59320.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 61, 60, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",59293.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 60, 61, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",2,600.1058239936829
2021-02-01_15-11-20_329200,59320.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 61, 60, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",59293.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 60, 61, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",2,600.5214099884032
2021-02-01_15-21-29_576404,59320.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 61, 60, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",59293.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 60, 61, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",2,600.1695201396942
2021-02-01_15-31-38_491590,59320.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 61, 60, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",59293.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 60, 61, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",2,600.1431140899657
2021-02-01_15-41-47_299151,59320.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 61, 60, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",59293.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 60, 61, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",2,600.1527061462402
2021-02-01_15-51-56_502162,59320.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 61, 60, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",59293.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 60, 61, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",2,600.5145349502562
2021-02-01_16-02-06_101654,59320.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 61, 60, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",59293.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 60, 61, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",2,600.4662578105928
2021-02-01_16-12-15_571210,59320.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 61, 60, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",59293.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 60, 61, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",2,600.3772888183594
