datetime_str,initial_solution_value,initial_solution_routes,local_optimum_value,local_optimum_routes,exit_condition,exec_time
2021-02-01_07-14-17_210558,453971.0,"[0, 1, 3, 5, 6, 7, 0];[0, 8, 4, 0];[0, 10, 13, 0];[0, 12, 11, 0];[0, 15, 0];[0, 16, 23, 29, 0];[0, 17, 0];[0, 18, 0];[0, 19, 30, 0];[0, 20, 21, 22, 62, 63, 0];[0, 24, 0];[0, 25, 70, 0];[0, 34, 26, 14, 2, 0];[0, 36, 31, 32, 0];[0, 37, 35, 0];[0, 42, 38, 0];[0, 45, 51, 0];[0, 46, 43, 27, 0];[0, 50, 47, 68, 74, 57, 73, 75, 80, 78, 79, 77, 76, 71, 52, 0];[0, 53, 33, 44, 0];[0, 54, 55, 56, 67, 66, 65, 60, 58, 59, 81, 49, 48, 40, 41, 39, 28, 9, 0];[0, 69, 64, 61, 72, 0]",453866.0,"[0, 1, 3, 6, 7, 5, 0];[0, 8, 4, 0];[0, 13, 10, 0];[0, 12, 11, 0];[0, 15, 0];[0, 16, 23, 29, 0];[0, 17, 0];[0, 18, 0];[0, 19, 30, 0];[0, 20, 21, 22, 62, 63, 0];[0, 24, 0];[0, 25, 70, 0];[0, 34, 26, 14, 2, 0];[0, 36, 31, 32, 0];[0, 37, 35, 0];[0, 42, 38, 0];[0, 45, 51, 0];[0, 46, 43, 27, 0];[0, 50, 47, 68, 74, 57, 73, 75, 80, 78, 79, 77, 76, 71, 52, 0];[0, 53, 33, 44, 0];[0, 54, 55, 56, 67, 66, 65, 60, 58, 59, 81, 49, 48, 40, 41, 39, 28, 9, 0];[0, 69, 64, 61, 72, 0]",3,106.12095594406128
