datetime_str,initial_solution_value,initial_solution_routes,local_optimum_value,local_optimum_routes,exit_condition,exec_time
2021-02-01_01-35-46_176726,142936.0,"[0, 6, 5, 2, 0];[0, 9, 7, 11, 29, 34, 20, 41, 17, 15, 8, 3, 4, 1, 0];[0, 18, 22, 32, 49, 78, 79, 80, 48, 42, 0];[0, 28, 27, 23, 21, 40, 0];[0, 31, 30, 33, 50, 51, 73, 84, 74, 75, 76, 77, 86, 87, 58, 59, 0];[0, 37, 38, 26, 36, 10, 46, 24, 35, 14, 0];[0, 44, 39, 25, 45, 12, 13, 16, 19, 47, 65, 53, 54, 55, 52, 56, 57, 61, 62, 85, 83, 81, 82, 60, 68, 71, 88, 67, 64, 70, 63, 72, 89, 69, 66, 43, 0]",137657.0,"[0, 6, 5, 2, 0];[0, 9, 7, 11, 29, 34, 20, 41, 8, 3, 4, 1, 0];[0, 17, 18, 22, 32, 49, 78, 79, 80, 42, 0];[0, 28, 27, 23, 21, 40, 0];[0, 44, 39, 25, 45, 12, 13, 16, 47, 65, 52, 55, 56, 57, 61, 62, 85, 83, 81, 82, 60, 68, 71, 88, 67, 64, 70, 63, 72, 89, 69, 66, 43, 0];[0, 37, 38, 26, 36, 10, 46, 24, 35, 14, 0];[0, 15, 19, 31, 30, 48, 33, 50, 51, 54, 53, 73, 84, 74, 75, 77, 76, 86, 87, 58, 59, 0]",3,52.905895948410034
