it,instant,local_optimum_value
0,0.0,125641.0
1,3.0238230228424072,125641.0
2,4.852762222290039,123960.0
3,5.775753021240234,123960.0
4,6.479403972625732,123960.0
5,9.199305057525635,123960.0
6,9.899471044540405,123960.0
7,11.72819709777832,123960.0
8,12.606525897979736,123960.0
9,14.075621128082275,123960.0
10,14.78257417678833,123960.0
11,15.342298030853271,123554.0
12,17.24653697013855,123554.0
13,18.376603841781616,123554.0
14,20.45184588432312,123554.0
15,21.374469995498657,123554.0
16,22.04084825515747,123554.0
17,22.729185104370117,123554.0
18,24.79841423034668,123554.0
19,25.8345730304718,123554.0
20,27.124131202697754,123369.0
21,28.839184045791626,123369.0
22,29.66184401512146,123369.0
23,31.378376007080078,123369.0
24,32.08417892456055,123369.0
25,32.69818305969238,123369.0
26,33.38558483123779,123369.0
27,35.47705101966858,123369.0
28,36.16500902175903,123369.0
29,38.78826284408569,123369.0
30,39.98209619522095,123369.0
31,41.92571496963501,123369.0
32,42.65640902519226,123369.0
33,43.76940894126892,123369.0
34,46.060970067977905,123369.0
35,46.74860906600952,123369.0
36,47.75285005569458,123369.0
37,52.003315925598145,123369.0
38,52.98731303215027,123369.0
39,53.55326199531555,123369.0
40,54.54642701148987,123369.0
41,55.71953010559082,123369.0
42,56.76332497596741,123369.0
43,57.92593693733215,123369.0
44,58.62284016609192,123369.0
45,59.646812915802,123369.0
46,60.64869499206543,123369.0
47,62.172335147857666,123369.0
48,64.1363730430603,123369.0
49,65.11741018295288,123369.0
50,66.63603520393372,123369.0
51,67.31910920143127,123369.0
52,70.09788107872009,123369.0
53,70.91469812393188,123369.0
54,72.06478691101074,123369.0
55,72.93495202064514,123369.0
56,74.09065914154053,123369.0
57,74.78184199333191,123369.0
58,77.02496600151062,123369.0
59,77.83310413360596,123369.0
60,79.42774510383606,123369.0
61,80.22100901603699,123369.0
62,81.27390503883362,123369.0
63,82.40558791160583,123369.0
64,83.50570607185364,123369.0
65,84.1991081237793,123369.0
66,84.88379216194153,123369.0
67,85.71178698539734,123369.0
68,86.71803021430969,123369.0
69,87.44754695892334,123369.0
70,89.11481285095215,123369.0
71,89.94477224349976,123369.0
72,92.29406213760376,123369.0
73,93.44523692131042,123369.0
74,94.71500706672668,123369.0
75,95.41630601882935,123369.0
76,96.67523097991943,123369.0
77,97.49354696273804,123369.0
78,98.57275700569153,123369.0
79,99.23260712623596,123369.0
80,100.19932389259338,123369.0
81,104.3991150856018,123369.0
82,105.26663613319397,123369.0
83,107.67100811004639,123369.0
84,108.50645923614502,123369.0
85,109.41145205497742,123369.0
86,110.21056699752808,123369.0
87,113.27571415901184,123369.0
88,113.9561619758606,123369.0
89,114.96186804771423,123369.0
90,116.01821112632751,123369.0
91,116.69857406616211,123369.0
92,117.57366609573364,123369.0
93,118.26714015007019,123369.0
94,119.42101097106934,123369.0
95,120.82167291641235,123369.0
96,122.5319471359253,123369.0
97,123.82651901245117,123369.0
98,126.09251618385315,123369.0
99,127.84798693656921,123369.0
100,129.02508115768433,123369.0
101,129.81490302085876,123369.0
102,130.67961716651917,123369.0
103,131.36494302749634,123369.0
104,135.1019971370697,123369.0
105,136.60943508148193,123369.0
106,140.65268206596375,123369.0
107,141.59434509277344,123369.0
108,145.84452509880066,123369.0
109,146.68913626670837,123369.0
110,147.51916599273682,123369.0
111,148.60084199905396,123369.0
112,151.48247504234314,123369.0
113,153.24108695983887,123369.0
114,155.35022592544556,123369.0
115,158.86667704582214,123369.0
116,160.18527007102966,123369.0
117,162.16284012794495,123369.0
118,162.88448309898376,123369.0
119,165.19843316078186,123369.0
120,165.89068913459778,123369.0
