datetime_str,initial_solution_value,initial_solution_routes,local_optimum_value,local_optimum_routes,exit_condition,exec_time
2021-01-31_23-40-16_483038,35724.0,"[0, 9, 13, 12, 15, 16, 11, 5, 8, 7, 10, 4, 6, 1, 14, 17, 3, 2, 0]",29858.0,"[0, 3, 13, 9, 11, 12, 15, 16, 5, 8, 6, 14, 4, 7, 10, 17, 1, 2, 0]",2,15.441929817199707
2021-01-31_23-40-35_894241,35724.0,"[0, 9, 13, 12, 15, 16, 11, 5, 8, 7, 10, 4, 6, 1, 14, 17, 3, 2, 0]",29974.0,"[0, 3, 9, 11, 12, 15, 16, 13, 7, 10, 17, 4, 5, 8, 6, 14, 1, 2, 0]",2,15.395203113555908
2021-01-31_23-40-53_568964,35724.0,"[0, 9, 13, 12, 15, 16, 11, 5, 8, 7, 10, 4, 6, 1, 14, 17, 3, 2, 0]",29858.0,"[0, 3, 13, 9, 11, 12, 15, 16, 5, 8, 6, 14, 4, 7, 10, 17, 1, 2, 0]",2,15.263185977935793
2021-01-31_23-41-11_045519,35724.0,"[0, 9, 13, 12, 15, 16, 11, 5, 8, 7, 10, 4, 6, 1, 14, 17, 3, 2, 0]",29858.0,"[0, 3, 13, 9, 11, 12, 15, 16, 5, 8, 6, 14, 4, 7, 10, 17, 1, 2, 0]",2,15.359587907791138
2021-01-31_23-41-28_777919,35724.0,"[0, 9, 13, 12, 15, 16, 11, 5, 8, 7, 10, 4, 6, 1, 14, 17, 3, 2, 0]",29858.0,"[0, 3, 13, 9, 11, 12, 15, 16, 5, 8, 6, 14, 4, 7, 10, 17, 1, 2, 0]",2,15.73392367362976
2021-01-31_23-41-53_884404,35724.0,"[0, 9, 13, 12, 15, 16, 11, 5, 8, 7, 10, 4, 6, 1, 14, 17, 3, 2, 0]",29858.0,"[0, 3, 13, 9, 11, 12, 15, 16, 5, 8, 6, 14, 4, 7, 10, 17, 1, 2, 0]",2,15.026203870773315
2021-01-31_23-42-11_426559,35724.0,"[0, 9, 13, 12, 15, 16, 11, 5, 8, 7, 10, 4, 6, 1, 14, 17, 3, 2, 0]",29858.0,"[0, 3, 13, 9, 11, 12, 15, 16, 5, 8, 6, 14, 4, 7, 10, 17, 1, 2, 0]",2,15.148627758026125
2021-01-31_23-42-28_655652,35724.0,"[0, 9, 13, 12, 15, 16, 11, 5, 8, 7, 10, 4, 6, 1, 14, 17, 3, 2, 0]",29858.0,"[0, 3, 13, 9, 11, 12, 15, 16, 5, 8, 6, 14, 4, 7, 10, 17, 1, 2, 0]",2,15.060019254684448
2021-01-31_23-42-45_728884,35724.0,"[0, 9, 13, 12, 15, 16, 11, 5, 8, 7, 10, 4, 6, 1, 14, 17, 3, 2, 0]",29858.0,"[0, 3, 13, 9, 11, 12, 15, 16, 5, 8, 6, 14, 4, 7, 10, 17, 1, 2, 0]",2,17.283618927001953
2021-01-31_23-43-06_662764,35724.0,"[0, 9, 13, 12, 15, 16, 11, 5, 8, 7, 10, 4, 6, 1, 14, 17, 3, 2, 0]",29858.0,"[0, 3, 13, 9, 11, 12, 15, 16, 5, 8, 6, 14, 4, 7, 10, 17, 1, 2, 0]",2,15.115873098373413
