datetime_str,initial_solution_value,initial_solution_routes,local_optimum_value,local_optimum_routes,exit_condition,exec_time
2021-01-31_21-37-30_395185,42900.0,"[0, 1, 8, 5, 0];[0, 3, 6, 2, 13, 9, 11, 0];[0, 4, 10, 7, 0];[0, 12, 0]",40900.0,"[0, 5, 8, 7, 0];[0, 3, 6, 2, 13, 9, 11, 0];[0, 12, 0];[0, 1, 10, 4, 0]",2,15.10617184638977
2021-01-31_21-37-48_539370,42900.0,"[0, 1, 8, 5, 0];[0, 3, 6, 2, 13, 9, 11, 0];[0, 4, 10, 7, 0];[0, 12, 0]",41400.0,"[0, 7, 8, 5, 0];[0, 3, 6, 2, 13, 9, 11, 0];[0, 12, 0];[0, 1, 10, 4, 0]",2,15.497309923171995
2021-01-31_21-38-06_062292,42900.0,"[0, 1, 8, 5, 0];[0, 3, 6, 2, 13, 9, 11, 0];[0, 4, 10, 7, 0];[0, 12, 0]",40900.0,"[0, 5, 8, 7, 0];[0, 3, 6, 2, 13, 9, 11, 0];[0, 1, 10, 4, 0];[0, 12, 0]",2,15.326585054397585
2021-01-31_21-38-24_128022,42900.0,"[0, 1, 8, 5, 0];[0, 3, 6, 2, 13, 9, 11, 0];[0, 4, 10, 7, 0];[0, 12, 0]",41400.0,"[0, 7, 8, 5, 0];[0, 3, 6, 2, 13, 9, 11, 0];[0, 1, 10, 4, 0];[0, 12, 0]",2,15.083280086517336
2021-01-31_21-38-41_919118,42900.0,"[0, 1, 8, 5, 0];[0, 3, 6, 2, 13, 9, 11, 0];[0, 4, 10, 7, 0];[0, 12, 0]",39300.0,"[0, 3, 6, 2, 13, 9, 11, 0];[0, 7, 4, 5, 8, 1, 0];[0, 10, 12, 0]",2,15.034427881240845
2021-01-31_21-38-59_620277,42900.0,"[0, 1, 8, 5, 0];[0, 3, 6, 2, 13, 9, 11, 0];[0, 4, 10, 7, 0];[0, 12, 0]",40900.0,"[0, 5, 8, 7, 0];[0, 3, 6, 2, 13, 9, 11, 0];[0, 1, 10, 4, 0];[0, 12, 0]",2,15.255440950393677
2021-01-31_21-39-17_603551,42900.0,"[0, 1, 8, 5, 0];[0, 3, 6, 2, 13, 9, 11, 0];[0, 4, 10, 7, 0];[0, 12, 0]",37000.0,"[0, 10, 12, 0];[0, 3, 6, 2, 13, 9, 11, 0];[0, 4, 1, 5, 8, 7, 0]",2,15.242618083953856
2021-01-31_21-39-35_956145,42900.0,"[0, 1, 8, 5, 0];[0, 3, 6, 2, 13, 9, 11, 0];[0, 4, 10, 7, 0];[0, 12, 0]",40900.0,"[0, 5, 8, 7, 0];[0, 3, 6, 2, 13, 9, 11, 0];[0, 12, 0];[0, 1, 10, 4, 0]",2,15.264188051223755
2021-01-31_21-39-54_691487,42900.0,"[0, 1, 8, 5, 0];[0, 3, 6, 2, 13, 9, 11, 0];[0, 4, 10, 7, 0];[0, 12, 0]",40900.0,"[0, 5, 8, 7, 0];[0, 3, 6, 2, 13, 9, 11, 0];[0, 12, 0];[0, 1, 10, 4, 0]",2,15.20032811164856
2021-01-31_21-40-13_117038,42900.0,"[0, 1, 8, 5, 0];[0, 3, 6, 2, 13, 9, 11, 0];[0, 4, 10, 7, 0];[0, 12, 0]",34300.0,"[0, 6, 2, 13, 9, 11, 0];[0, 12, 0];[0, 7, 5, 8, 1, 3, 10, 4, 0]",2,15.047364950180054
