datetime_str,initial_solution_value,initial_solution_routes,local_optimum_value,local_optimum_routes,exit_condition,exec_time
2021-01-31_21-49-00_397168,71664.0,"[0, 4, 6, 14, 20, 13, 27, 21, 36, 37, 1, 9, 17, 18, 43, 34, 5, 41, 25, 0];[0, 8, 23, 10, 29, 0];[0, 30, 31, 3, 40, 0];[0, 32, 22, 7, 16, 0];[0, 33, 24, 28, 38, 15, 2, 12, 44, 0];[0, 39, 11, 26, 19, 0];[0, 42, 35, 0]",69171.0,"[0, 4, 6, 14, 20, 13, 27, 21, 36, 37, 1, 9, 17, 18, 43, 34, 5, 41, 25, 0];[0, 8, 23, 10, 29, 0];[0, 32, 22, 16, 0];[0, 30, 31, 7, 40, 0];[0, 33, 24, 28, 38, 15, 2, 12, 44, 0];[0, 39, 11, 26, 19, 0];[0, 3, 42, 35, 0]",3,12.759442806243896
