datetime_str,initial_solution_value,initial_solution_routes,local_optimum_value,local_optimum_routes,exit_condition,exec_time
2021-02-01_08-58-40_669022,226074.0,"[0, 1, 3, 5, 6, 8, 7, 9, 0];[0, 4, 31, 32, 39, 40, 41, 49, 81, 48, 42, 38, 35, 27, 0];[0, 15, 13, 12, 10, 0];[0, 16, 20, 21, 25, 33, 34, 45, 44, 0];[0, 17, 18, 14, 11, 0];[0, 19, 30, 29, 28, 0];[0, 23, 63, 70, 69, 61, 54, 50, 2, 0];[0, 46, 47, 43, 37, 36, 26, 0];[0, 51, 52, 53, 22, 24, 0];[0, 64, 68, 74, 73, 72, 55, 56, 57, 58, 60, 59, 65, 67, 66, 75, 80, 78, 79, 77, 76, 71, 62, 0]",225852.0,"[0, 1, 3, 5, 6, 8, 7, 9, 0];[0, 31, 32, 39, 40, 41, 49, 81, 48, 42, 38, 35, 27, 0];[0, 15, 13, 12, 10, 0];[0, 16, 20, 21, 25, 33, 34, 45, 44, 0];[0, 17, 18, 14, 11, 0];[0, 19, 30, 29, 28, 0];[0, 23, 63, 70, 69, 61, 54, 50, 4, 2, 0];[0, 46, 47, 43, 37, 36, 26, 0];[0, 51, 52, 53, 22, 24, 0];[0, 64, 68, 74, 73, 72, 55, 56, 57, 58, 60, 59, 65, 67, 66, 75, 80, 78, 79, 77, 76, 71, 62, 0]",3,90.63838291168213
