datetime_str,initial_solution_value,initial_solution_routes,local_optimum_value,local_optimum_routes,exit_condition,exec_time
2021-01-31_22-37-59_344656,74300.0,"[0, 11, 8, 9, 10, 13, 0];[0, 12, 24, 3, 21, 2, 27, 7, 0];[0, 16, 6, 14, 15, 22, 0];[0, 20, 18, 17, 19, 23, 1, 0];[0, 25, 26, 4, 5, 0]",72500.0,"[0, 11, 8, 9, 10, 13, 0];[0, 16, 6, 14, 15, 0];[0, 12, 24, 3, 21, 2, 27, 7, 0];[0, 25, 26, 4, 5, 0];[0, 20, 18, 17, 19, 22, 23, 1, 0]",3,9.264261007308962
2021-01-31_22-38-10_972537,74300.0,"[0, 11, 8, 9, 10, 13, 0];[0, 12, 24, 3, 21, 2, 27, 7, 0];[0, 16, 6, 14, 15, 22, 0];[0, 20, 18, 17, 19, 23, 1, 0];[0, 25, 26, 4, 5, 0]",72500.0,"[0, 11, 8, 9, 10, 13, 0];[0, 12, 24, 3, 21, 2, 27, 7, 0];[0, 16, 6, 14, 15, 0];[0, 25, 26, 4, 5, 0];[0, 20, 18, 17, 19, 22, 23, 1, 0]",3,8.936507940292357
2021-01-31_22-38-22_238410,74300.0,"[0, 11, 8, 9, 10, 13, 0];[0, 12, 24, 3, 21, 2, 27, 7, 0];[0, 16, 6, 14, 15, 22, 0];[0, 20, 18, 17, 19, 23, 1, 0];[0, 25, 26, 4, 5, 0]",72500.0,"[0, 11, 8, 9, 10, 13, 0];[0, 12, 24, 3, 21, 2, 27, 7, 0];[0, 25, 26, 4, 5, 0];[0, 16, 6, 14, 15, 0];[0, 20, 18, 17, 19, 22, 23, 1, 0]",3,10.360010862350462
2021-01-31_22-38-34_975794,74300.0,"[0, 11, 8, 9, 10, 13, 0];[0, 12, 24, 3, 21, 2, 27, 7, 0];[0, 16, 6, 14, 15, 22, 0];[0, 20, 18, 17, 19, 23, 1, 0];[0, 25, 26, 4, 5, 0]",72500.0,"[0, 11, 8, 9, 10, 13, 0];[0, 16, 6, 14, 15, 0];[0, 12, 24, 3, 21, 2, 27, 7, 0];[0, 25, 26, 4, 5, 0];[0, 20, 18, 17, 19, 22, 23, 1, 0]",3,10.000098705291748
2021-01-31_22-38-47_280797,74300.0,"[0, 11, 8, 9, 10, 13, 0];[0, 12, 24, 3, 21, 2, 27, 7, 0];[0, 16, 6, 14, 15, 22, 0];[0, 20, 18, 17, 19, 23, 1, 0];[0, 25, 26, 4, 5, 0]",72500.0,"[0, 11, 8, 9, 10, 13, 0];[0, 12, 24, 3, 21, 2, 27, 7, 0];[0, 25, 26, 4, 5, 0];[0, 16, 6, 14, 15, 0];[0, 20, 18, 17, 19, 22, 23, 1, 0]",3,9.54894208908081
2021-01-31_22-38-59_394587,74300.0,"[0, 11, 8, 9, 10, 13, 0];[0, 12, 24, 3, 21, 2, 27, 7, 0];[0, 16, 6, 14, 15, 22, 0];[0, 20, 18, 17, 19, 23, 1, 0];[0, 25, 26, 4, 5, 0]",72500.0,"[0, 11, 8, 9, 10, 13, 0];[0, 12, 24, 3, 21, 2, 27, 7, 0];[0, 16, 6, 14, 15, 0];[0, 25, 26, 4, 5, 0];[0, 20, 18, 17, 19, 22, 23, 1, 0]",3,12.25377893447876
2021-01-31_22-39-14_261913,74300.0,"[0, 11, 8, 9, 10, 13, 0];[0, 12, 24, 3, 21, 2, 27, 7, 0];[0, 16, 6, 14, 15, 22, 0];[0, 20, 18, 17, 19, 23, 1, 0];[0, 25, 26, 4, 5, 0]",72500.0,"[0, 16, 6, 14, 15, 0];[0, 12, 24, 3, 21, 2, 27, 7, 0];[0, 11, 8, 9, 10, 13, 0];[0, 25, 26, 4, 5, 0];[0, 20, 18, 17, 19, 22, 23, 1, 0]",3,9.390461921691896
2021-01-31_22-39-25_937692,74300.0,"[0, 11, 8, 9, 10, 13, 0];[0, 12, 24, 3, 21, 2, 27, 7, 0];[0, 16, 6, 14, 15, 22, 0];[0, 20, 18, 17, 19, 23, 1, 0];[0, 25, 26, 4, 5, 0]",72500.0,"[0, 11, 8, 9, 10, 13, 0];[0, 12, 24, 3, 21, 2, 27, 7, 0];[0, 16, 6, 14, 15, 0];[0, 25, 26, 4, 5, 0];[0, 20, 18, 17, 19, 22, 23, 1, 0]",3,10.560889959335329
2021-01-31_22-39-38_863524,74300.0,"[0, 11, 8, 9, 10, 13, 0];[0, 12, 24, 3, 21, 2, 27, 7, 0];[0, 16, 6, 14, 15, 22, 0];[0, 20, 18, 17, 19, 23, 1, 0];[0, 25, 26, 4, 5, 0]",72500.0,"[0, 11, 8, 9, 10, 13, 0];[0, 12, 24, 3, 21, 2, 27, 7, 0];[0, 16, 6, 14, 15, 0];[0, 25, 26, 4, 5, 0];[0, 20, 18, 17, 19, 22, 23, 1, 0]",3,11.371236085891724
2021-01-31_22-39-52_817096,74300.0,"[0, 11, 8, 9, 10, 13, 0];[0, 12, 24, 3, 21, 2, 27, 7, 0];[0, 16, 6, 14, 15, 22, 0];[0, 20, 18, 17, 19, 23, 1, 0];[0, 25, 26, 4, 5, 0]",72500.0,"[0, 11, 8, 9, 10, 13, 0];[0, 12, 24, 3, 21, 2, 27, 7, 0];[0, 25, 26, 4, 5, 0];[0, 20, 18, 17, 19, 22, 23, 1, 0];[0, 16, 6, 14, 15, 0]",3,13.557714939117432
