datetime_str,initial_solution_value,initial_solution_routes,local_optimum_value,local_optimum_routes,exit_condition,exec_time
2021-01-31_22-05-06_550184,76663.0,"[0, 5, 3, 8, 9, 15, 16, 18, 17, 28, 6, 4, 1, 0];[0, 22, 32, 21, 20, 31, 23, 34, 35, 25, 24, 0];[0, 39, 38, 33, 2, 19, 27, 26, 7, 10, 11, 12, 30, 29, 37, 13, 36, 14, 0];[0, 40, 0]",74577.0,"[0, 5, 3, 8, 9, 15, 16, 18, 17, 28, 6, 4, 1, 0];[0, 22, 32, 21, 20, 31, 23, 34, 35, 25, 24, 0];[0, 33, 38, 39, 2, 7, 27, 26, 19, 10, 12, 11, 30, 29, 37, 13, 36, 14, 0];[0, 40, 0]",2,15.020783185958862
