datetime_str,initial_solution_value,initial_solution_routes,local_optimum_value,local_optimum_routes,exit_condition,exec_time
2021-01-31_23-47-59_553354,35000.0,"[0, 3, 6, 5, 13, 9, 12, 2, 4, 14, 1, 11, 7, 8, 10, 0]",31100.0,"[0, 13, 8, 11, 5, 6, 3, 12, 9, 2, 4, 14, 1, 7, 10, 0]",2,15.148987770080565
2021-01-31_23-48-19_650990,35000.0,"[0, 3, 6, 5, 13, 9, 12, 2, 4, 14, 1, 11, 7, 8, 10, 0]",31100.0,"[0, 5, 6, 3, 13, 9, 12, 8, 11, 2, 4, 14, 1, 7, 10, 0]",2,15.002519130706787
2021-01-31_23-48-37_084094,35000.0,"[0, 3, 6, 5, 13, 9, 12, 2, 4, 14, 1, 11, 7, 8, 10, 0]",32100.0,"[0, 6, 5, 3, 13, 9, 12, 10, 8, 11, 2, 4, 14, 1, 7, 0]",2,15.282674074172974
2021-01-31_23-48-54_287886,35000.0,"[0, 3, 6, 5, 13, 9, 12, 2, 4, 14, 1, 11, 7, 8, 10, 0]",31400.0,"[0, 5, 6, 3, 13, 12, 9, 2, 4, 14, 1, 7, 10, 8, 11, 0]",3,10.171664237976074
2021-01-31_23-49-06_404448,35000.0,"[0, 3, 6, 5, 13, 9, 12, 2, 4, 14, 1, 11, 7, 8, 10, 0]",30500.0,"[0, 5, 6, 3, 13, 8, 11, 2, 12, 9, 4, 14, 1, 7, 10, 0]",2,15.168600082397461
2021-01-31_23-49-23_531787,35000.0,"[0, 3, 6, 5, 13, 9, 12, 2, 4, 14, 1, 11, 7, 8, 10, 0]",31100.0,"[0, 5, 6, 3, 13, 9, 12, 8, 11, 2, 4, 14, 1, 7, 10, 0]",2,15.095879793167114
2021-01-31_23-49-40_507160,35000.0,"[0, 3, 6, 5, 13, 9, 12, 2, 4, 14, 1, 11, 7, 8, 10, 0]",31100.0,"[0, 5, 6, 3, 13, 9, 12, 8, 11, 7, 4, 14, 1, 2, 10, 0]",2,16.34492301940918
2021-01-31_23-49-58_831848,35000.0,"[0, 3, 6, 5, 13, 9, 12, 2, 4, 14, 1, 11, 7, 8, 10, 0]",31400.0,"[0, 5, 6, 3, 13, 12, 9, 2, 4, 14, 1, 7, 10, 8, 11, 0]",3,10.36076593399048
2021-01-31_23-50-11_119850,35000.0,"[0, 3, 6, 5, 13, 9, 12, 2, 4, 14, 1, 11, 7, 8, 10, 0]",31100.0,"[0, 5, 6, 3, 13, 9, 12, 8, 11, 2, 4, 14, 1, 7, 10, 0]",2,15.07473611831665
2021-01-31_23-50-28_161185,35000.0,"[0, 3, 6, 5, 13, 9, 12, 2, 4, 14, 1, 11, 7, 8, 10, 0]",31100.0,"[0, 5, 6, 3, 13, 9, 12, 8, 11, 7, 4, 14, 1, 2, 10, 0]",2,15.342854976654053
