datetime_str,initial_solution_value,initial_solution_routes,local_optimum_value,local_optimum_routes,exit_condition,exec_time
2021-01-31_23-09-41_017999,20379.0,"[0, 1, 2, 4, 5, 6, 7, 8, 11, 10, 9, 20, 19, 18, 17, 12, 16, 15, 14, 13, 3, 0]",19517.0,"[0, 1, 4, 5, 6, 7, 8, 9, 11, 10, 20, 18, 19, 17, 12, 16, 15, 14, 13, 3, 2, 0]",2,15.387724876403807
2021-01-31_23-09-58_729487,20379.0,"[0, 1, 2, 4, 5, 6, 7, 8, 11, 10, 9, 20, 19, 18, 17, 12, 16, 15, 14, 13, 3, 0]",18091.0,"[0, 4, 5, 6, 7, 8, 10, 17, 18, 19, 20, 9, 11, 12, 16, 15, 14, 13, 3, 2, 1, 0]",2,15.935625076293945
2021-01-31_23-10-16_927659,20379.0,"[0, 1, 2, 4, 5, 6, 7, 8, 11, 10, 9, 20, 19, 18, 17, 12, 16, 15, 14, 13, 3, 0]",19517.0,"[0, 1, 4, 5, 6, 7, 8, 9, 11, 10, 20, 18, 19, 17, 12, 16, 15, 14, 13, 3, 2, 0]",2,15.155865907669067
2021-01-31_23-10-34_210814,20379.0,"[0, 1, 2, 4, 5, 6, 7, 8, 11, 10, 9, 20, 19, 18, 17, 12, 16, 15, 14, 13, 3, 0]",19517.0,"[0, 1, 4, 5, 6, 7, 8, 9, 11, 10, 20, 18, 19, 17, 12, 16, 15, 14, 13, 3, 2, 0]",2,15.181840181350708
2021-01-31_23-10-51_866917,20379.0,"[0, 1, 2, 4, 5, 6, 7, 8, 11, 10, 9, 20, 19, 18, 17, 12, 16, 15, 14, 13, 3, 0]",19517.0,"[0, 1, 4, 5, 6, 7, 8, 9, 11, 10, 20, 18, 19, 17, 12, 16, 15, 14, 13, 3, 2, 0]",2,15.194407939910887
2021-01-31_23-11-10_119454,20379.0,"[0, 1, 2, 4, 5, 6, 7, 8, 11, 10, 9, 20, 19, 18, 17, 12, 16, 15, 14, 13, 3, 0]",19517.0,"[0, 1, 4, 5, 6, 7, 8, 9, 11, 10, 20, 18, 19, 17, 12, 16, 15, 14, 13, 3, 2, 0]",2,16.645687103271484
2021-01-31_23-11-29_183381,20379.0,"[0, 1, 2, 4, 5, 6, 7, 8, 11, 10, 9, 20, 19, 18, 17, 12, 16, 15, 14, 13, 3, 0]",19517.0,"[0, 1, 4, 5, 6, 7, 8, 9, 11, 10, 20, 18, 19, 17, 12, 16, 15, 14, 13, 3, 2, 0]",2,15.769752740859985
2021-01-31_23-11-48_096701,20379.0,"[0, 1, 2, 4, 5, 6, 7, 8, 11, 10, 9, 20, 19, 18, 17, 12, 16, 15, 14, 13, 3, 0]",19517.0,"[0, 1, 4, 5, 6, 7, 8, 9, 11, 10, 20, 18, 19, 17, 12, 16, 15, 14, 13, 3, 2, 0]",2,15.659784078598022
2021-01-31_23-12-06_393525,20379.0,"[0, 1, 2, 4, 5, 6, 7, 8, 11, 10, 9, 20, 19, 18, 17, 12, 16, 15, 14, 13, 3, 0]",19517.0,"[0, 1, 4, 5, 6, 7, 8, 9, 11, 10, 20, 18, 19, 17, 12, 16, 15, 14, 13, 3, 2, 0]",2,20.401577949523926
2021-01-31_23-12-30_927683,20379.0,"[0, 1, 2, 4, 5, 6, 7, 8, 11, 10, 9, 20, 19, 18, 17, 12, 16, 15, 14, 13, 3, 0]",19517.0,"[0, 1, 4, 5, 6, 7, 8, 9, 11, 10, 20, 18, 19, 17, 12, 16, 15, 14, 13, 3, 2, 0]",2,15.05300498008728
