datetime_str,initial_solution_value,initial_solution_routes,local_optimum_value,local_optimum_routes,exit_condition,exec_time
2021-01-31_23-19-35_638032,17000.0,"[0, 4, 8, 7, 5, 9, 1, 11, 2, 3, 10, 12, 6, 0]",15400.0,"[0, 6, 4, 8, 7, 5, 9, 1, 2, 11, 3, 10, 12, 0]",3,12.511602878570555
2021-01-31_23-19-54_030315,17000.0,"[0, 4, 8, 7, 5, 9, 1, 11, 2, 3, 10, 12, 6, 0]",15400.0,"[0, 6, 4, 8, 7, 5, 9, 1, 2, 11, 3, 10, 12, 0]",3,8.212592124938965
2021-01-31_23-20-05_465735,17000.0,"[0, 4, 8, 7, 5, 9, 1, 11, 2, 3, 10, 12, 6, 0]",15400.0,"[0, 6, 4, 8, 7, 5, 9, 1, 2, 11, 3, 10, 12, 0]",3,9.267872095108034
2021-01-31_23-20-18_296346,17000.0,"[0, 4, 8, 7, 5, 9, 1, 11, 2, 3, 10, 12, 6, 0]",15400.0,"[0, 6, 4, 8, 7, 5, 9, 1, 2, 11, 3, 10, 12, 0]",3,9.871542215347288
2021-01-31_23-20-31_948544,17000.0,"[0, 4, 8, 7, 5, 9, 1, 11, 2, 3, 10, 12, 6, 0]",15400.0,"[0, 6, 4, 8, 7, 5, 9, 1, 2, 11, 3, 10, 12, 0]",3,9.4638409614563
2021-01-31_23-20-44_965852,17000.0,"[0, 4, 8, 7, 5, 9, 1, 11, 2, 3, 10, 12, 6, 0]",15400.0,"[0, 6, 4, 8, 7, 5, 9, 1, 2, 11, 3, 10, 12, 0]",3,8.091531038284304
2021-01-31_23-20-55_331825,17000.0,"[0, 4, 8, 7, 5, 9, 1, 11, 2, 3, 10, 12, 6, 0]",15400.0,"[0, 6, 4, 8, 7, 5, 9, 1, 2, 11, 3, 10, 12, 0]",3,9.338726282119753
2021-01-31_23-21-07_992692,17000.0,"[0, 4, 8, 7, 5, 9, 1, 11, 2, 3, 10, 12, 6, 0]",15400.0,"[0, 6, 4, 8, 7, 5, 9, 1, 2, 11, 3, 10, 12, 0]",3,8.834277153015137
2021-01-31_23-21-19_747831,17000.0,"[0, 4, 8, 7, 5, 9, 1, 11, 2, 3, 10, 12, 6, 0]",15400.0,"[0, 6, 4, 8, 7, 5, 9, 1, 2, 11, 3, 10, 12, 0]",3,8.589621067047121
2021-01-31_23-21-32_070607,17000.0,"[0, 4, 8, 7, 5, 9, 1, 11, 2, 3, 10, 12, 6, 0]",15400.0,"[0, 6, 4, 8, 7, 5, 9, 1, 2, 11, 3, 10, 12, 0]",3,11.25974702835083
