datetime_str,initial_solution_value,initial_solution_routes,local_optimum_value,local_optimum_routes,exit_condition,exec_time
2021-02-01_16-22-24_815719,59320.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 61, 60, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",59293.0,"[0, 1, 21, 39, 37, 36, 35, 49, 47, 67, 69, 78, 79, 68, 43, 0];[0, 42, 41, 45, 44, 46, 66, 70, 65, 63, 71, 72, 77, 76, 75, 73, 74, 55, 54, 52, 53, 56, 57, 58, 64, 62, 59, 60, 61, 48, 40, 24, 28, 29, 30, 31, 34, 50, 51, 33, 32, 25, 15, 14, 16, 38, 23, 22, 20, 5, 6, 9, 10, 11, 27, 26, 13, 12, 8, 7, 4, 19, 17, 18, 3, 2, 0]",2,600.0793600082397
