datetime_str,initial_solution_value,initial_solution_routes,local_optimum_value,local_optimum_routes,exit_condition,exec_time
2021-02-02_11-10-07_661659,198610.0,"[0, 8, 7, 18, 19, 20, 22, 23, 28, 27, 24, 25, 26, 21, 17, 16, 15, 9, 2, 1, 0];[0, 10, 49, 3, 4, 5, 6, 0];[0, 12, 13, 35, 36, 33, 31, 30, 32, 29, 54, 0];[0, 43, 44, 52, 42, 41, 37, 40, 45, 46, 14, 51, 0];[0, 50, 11, 47, 48, 53, 34, 38, 39, 0]",197750.0,"[0, 8, 7, 18, 19, 20, 22, 23, 28, 27, 24, 25, 26, 21, 17, 16, 15, 9, 2, 1, 0];[0, 43, 44, 52, 42, 41, 37, 40, 45, 46, 14, 0];[0, 12, 13, 35, 36, 33, 31, 30, 32, 29, 54, 0];[0, 10, 51, 49, 3, 4, 5, 6, 0];[0, 50, 11, 47, 48, 53, 34, 38, 39, 0]",3,12.153218030929565
