datetime_str,initial_solution_value,initial_solution_routes,local_optimum_value,local_optimum_routes,exit_condition,exec_time
2021-02-01_10-54-26_141886,163277.0,"[0, 1, 3, 5, 6, 8, 7, 2, 0];[0, 4, 9, 15, 14, 13, 12, 11, 0];[0, 10, 31, 32, 39, 40, 41, 49, 81, 48, 42, 38, 37, 36, 27, 0];[0, 16, 20, 21, 22, 25, 33, 34, 35, 46, 47, 43, 44, 17, 0];[0, 24, 30, 29, 28, 19, 18, 0];[0, 26, 50, 61, 72, 73, 74, 67, 66, 75, 80, 78, 79, 77, 76, 71, 62, 0];[0, 52, 63, 64, 70, 69, 68, 65, 60, 59, 58, 57, 56, 55, 54, 53, 51, 45, 23, 0]",161625.0,"[0, 1, 3, 8, 7, 6, 5, 2, 0];[0, 31, 32, 39, 40, 41, 49, 81, 48, 42, 38, 37, 36, 27, 0];[0, 9, 15, 14, 13, 12, 11, 10, 4, 0];[0, 50, 61, 72, 73, 74, 67, 66, 75, 80, 78, 79, 77, 76, 71, 62, 0];[0, 24, 30, 29, 28, 19, 18, 0];[0, 16, 20, 21, 22, 25, 33, 34, 35, 46, 47, 43, 44, 26, 17, 0];[0, 52, 63, 64, 70, 69, 68, 65, 60, 59, 58, 57, 56, 55, 54, 53, 51, 45, 23, 0]",3,187.4824459552765
