datetime_str,initial_solution_value,initial_solution_routes,local_optimum_value,local_optimum_routes,exit_condition,exec_time
2021-02-01_05-02-31_214991,117097.0,"[0, 3, 4, 6, 5, 1, 2, 0];[0, 8, 7, 9, 11, 29, 34, 20, 19, 41, 46, 39, 25, 0];[0, 12, 13, 16, 48, 42, 47, 70, 88, 89, 74, 75, 76, 77, 59, 58, 0];[0, 35, 28, 27, 21, 17, 22, 31, 30, 33, 32, 49, 50, 51, 84, 85, 83, 81, 82, 80, 56, 57, 44, 45, 15, 10, 23, 26, 36, 40, 0];[0, 55, 52, 54, 63, 64, 65, 53, 61, 62, 67, 71, 72, 73, 86, 87, 79, 78, 60, 68, 69, 66, 43, 37, 38, 24, 18, 14, 0]",114749.0,"[0, 3, 6, 5, 2, 1, 4, 0];[0, 8, 7, 9, 11, 29, 34, 20, 19, 41, 46, 39, 25, 0];[0, 12, 13, 16, 48, 42, 47, 70, 88, 89, 74, 75, 76, 77, 59, 58, 0];[0, 52, 54, 63, 64, 65, 53, 61, 62, 67, 71, 72, 73, 86, 87, 79, 78, 60, 68, 69, 66, 43, 37, 38, 24, 18, 14, 0];[0, 17, 35, 28, 27, 21, 22, 31, 30, 33, 32, 49, 50, 51, 55, 84, 85, 83, 81, 82, 80, 56, 57, 44, 45, 15, 10, 23, 26, 36, 40, 0]",3,57.866333961486816
