datetime_str,initial_solution_value,initial_solution_routes,local_optimum_value,local_optimum_routes,exit_condition,exec_time
2021-02-02_16-19-18_910025,62993.0,"[0, 19, 11, 0];[0, 26, 27, 23, 25, 24, 21, 33, 34, 35, 36, 37, 38, 39, 40, 46, 47, 50, 49, 48, 42, 43, 44, 45, 41, 32, 28, 29, 31, 30, 16, 17, 15, 14, 13, 10, 18, 22, 7, 6, 5, 4, 3, 2, 1, 12, 8, 9, 20, 0]",58488.0,"[0, 19, 23, 20, 9, 11, 0];[0, 26, 27, 25, 24, 33, 35, 34, 36, 37, 40, 39, 38, 46, 47, 50, 49, 48, 45, 42, 44, 43, 41, 32, 28, 29, 30, 31, 17, 16, 15, 14, 10, 13, 18, 22, 21, 7, 6, 5, 4, 2, 12, 1, 3, 8, 0]",2,602.0370979309083
2021-02-02_16-29-25_350645,62993.0,"[0, 19, 11, 0];[0, 26, 27, 23, 25, 24, 21, 33, 34, 35, 36, 37, 38, 39, 40, 46, 47, 50, 49, 48, 42, 43, 44, 45, 41, 32, 28, 29, 31, 30, 16, 17, 15, 14, 13, 10, 18, 22, 7, 6, 5, 4, 3, 2, 1, 12, 8, 9, 20, 0]",58984.0,"[0, 19, 20, 33, 23, 9, 11, 0];[0, 26, 27, 25, 24, 35, 34, 36, 39, 40, 38, 37, 46, 47, 50, 49, 48, 45, 42, 44, 43, 41, 32, 28, 29, 30, 31, 17, 16, 15, 14, 10, 13, 18, 22, 21, 7, 6, 5, 4, 2, 12, 1, 3, 8, 0]",3,525.7971830368042
2021-02-02_16-38-15_316148,62993.0,"[0, 19, 11, 0];[0, 26, 27, 23, 25, 24, 21, 33, 34, 35, 36, 37, 38, 39, 40, 46, 47, 50, 49, 48, 42, 43, 44, 45, 41, 32, 28, 29, 31, 30, 16, 17, 15, 14, 13, 10, 18, 22, 7, 6, 5, 4, 3, 2, 1, 12, 8, 9, 20, 0]",58440.0,"[0, 19, 20, 28, 40, 39, 35, 34, 33, 23, 9, 11, 0];[0, 26, 27, 25, 24, 36, 38, 37, 46, 47, 48, 50, 49, 45, 42, 44, 43, 41, 32, 29, 30, 31, 17, 16, 15, 14, 10, 13, 18, 22, 21, 7, 6, 5, 4, 2, 12, 1, 3, 8, 0]",2,683.7990348339082
2021-02-02_16-49-43_377290,62993.0,"[0, 19, 11, 0];[0, 26, 27, 23, 25, 24, 21, 33, 34, 35, 36, 37, 38, 39, 40, 46, 47, 50, 49, 48, 42, 43, 44, 45, 41, 32, 28, 29, 31, 30, 16, 17, 15, 14, 13, 10, 18, 22, 7, 6, 5, 4, 3, 2, 1, 12, 8, 9, 20, 0]",58996.0,"[0, 19, 23, 20, 9, 11, 0];[0, 26, 27, 25, 24, 33, 35, 34, 36, 37, 40, 39, 38, 46, 47, 50, 49, 48, 45, 42, 44, 43, 41, 32, 28, 29, 30, 31, 17, 16, 15, 14, 13, 10, 18, 22, 21, 7, 6, 5, 4, 2, 12, 1, 3, 8, 0]",3,560.7520699501039
2021-02-02_16-59-08_310807,62993.0,"[0, 19, 11, 0];[0, 26, 27, 23, 25, 24, 21, 33, 34, 35, 36, 37, 38, 39, 40, 46, 47, 50, 49, 48, 42, 43, 44, 45, 41, 32, 28, 29, 31, 30, 16, 17, 15, 14, 13, 10, 18, 22, 7, 6, 5, 4, 3, 2, 1, 12, 8, 9, 20, 0]",59372.0,"[0, 19, 23, 20, 9, 11, 0];[0, 26, 27, 25, 24, 33, 35, 34, 36, 37, 40, 39, 38, 46, 47, 50, 49, 48, 42, 43, 44, 45, 41, 32, 28, 29, 30, 31, 17, 16, 15, 14, 10, 13, 18, 22, 21, 7, 6, 5, 4, 2, 12, 1, 3, 8, 0]",2,738.0251669883728
2021-02-02_17-11-30_584294,62993.0,"[0, 19, 11, 0];[0, 26, 27, 23, 25, 24, 21, 33, 34, 35, 36, 37, 38, 39, 40, 46, 47, 50, 49, 48, 42, 43, 44, 45, 41, 32, 28, 29, 31, 30, 16, 17, 15, 14, 13, 10, 18, 22, 7, 6, 5, 4, 3, 2, 1, 12, 8, 9, 20, 0]",56046.0,"[0, 19, 23, 20, 11, 0];[0, 26, 27, 25, 24, 33, 36, 34, 35, 39, 40, 38, 37, 46, 47, 48, 50, 49, 45, 44, 43, 42, 41, 32, 28, 29, 30, 31, 17, 16, 15, 14, 10, 13, 9, 18, 22, 21, 7, 6, 5, 4, 2, 12, 1, 3, 8, 0]",2,983.3092889785768
2021-02-02_17-27-58_539120,62993.0,"[0, 19, 11, 0];[0, 26, 27, 23, 25, 24, 21, 33, 34, 35, 36, 37, 38, 39, 40, 46, 47, 50, 49, 48, 42, 43, 44, 45, 41, 32, 28, 29, 31, 30, 16, 17, 15, 14, 13, 10, 18, 22, 7, 6, 5, 4, 3, 2, 1, 12, 8, 9, 20, 0]",55677.0,"[0, 19, 20, 11, 0];[0, 26, 27, 25, 24, 33, 36, 40, 39, 35, 34, 38, 37, 46, 47, 48, 50, 49, 45, 44, 43, 42, 41, 32, 28, 29, 30, 31, 17, 16, 15, 14, 10, 13, 9, 18, 22, 23, 21, 7, 6, 5, 4, 2, 12, 1, 3, 8, 0]",2,601.6585710048678
2021-02-02_17-38-04_241178,62993.0,"[0, 19, 11, 0];[0, 26, 27, 23, 25, 24, 21, 33, 34, 35, 36, 37, 38, 39, 40, 46, 47, 50, 49, 48, 42, 43, 44, 45, 41, 32, 28, 29, 31, 30, 16, 17, 15, 14, 13, 10, 18, 22, 7, 6, 5, 4, 3, 2, 1, 12, 8, 9, 20, 0]",58440.0,"[0, 19, 20, 28, 40, 39, 35, 34, 33, 23, 9, 11, 0];[0, 26, 27, 25, 24, 36, 38, 37, 46, 47, 48, 50, 49, 45, 42, 44, 43, 41, 32, 29, 30, 31, 17, 16, 15, 14, 10, 13, 18, 22, 21, 7, 6, 5, 4, 2, 12, 1, 3, 8, 0]",2,604.0867419242859
2021-02-02_17-48-12_322582,62993.0,"[0, 19, 11, 0];[0, 26, 27, 23, 25, 24, 21, 33, 34, 35, 36, 37, 38, 39, 40, 46, 47, 50, 49, 48, 42, 43, 44, 45, 41, 32, 28, 29, 31, 30, 16, 17, 15, 14, 13, 10, 18, 22, 7, 6, 5, 4, 3, 2, 1, 12, 8, 9, 20, 0]",57506.0,"[0, 19, 30, 20, 11, 0];[0, 26, 27, 25, 24, 33, 36, 40, 39, 35, 34, 38, 37, 46, 47, 48, 50, 49, 45, 44, 43, 42, 41, 32, 28, 29, 31, 17, 16, 15, 14, 10, 13, 9, 18, 22, 23, 21, 7, 6, 5, 4, 2, 12, 1, 3, 8, 0]",2,605.0106511116028
2021-02-02_17-58-21_128131,62993.0,"[0, 19, 11, 0];[0, 26, 27, 23, 25, 24, 21, 33, 34, 35, 36, 37, 38, 39, 40, 46, 47, 50, 49, 48, 42, 43, 44, 45, 41, 32, 28, 29, 31, 30, 16, 17, 15, 14, 13, 10, 18, 22, 7, 6, 5, 4, 3, 2, 1, 12, 8, 9, 20, 0]",57257.0,"[0, 26, 27, 25, 33, 36, 38, 37, 46, 47, 48, 50, 49, 45, 44, 43, 42, 41, 40, 39, 32, 31, 17, 15, 16, 14, 10, 13, 9, 18, 22, 21, 7, 6, 5, 4, 12, 1, 2, 3, 8, 0];[0, 19, 23, 24, 34, 35, 28, 29, 30, 20, 11, 0]",2,600.7739462852478
