it,instant,local_optimum_value
0,0.0,103335.0
1,0.13739800453186035,103335.0
2,1.8934342861175537,99720.0
3,2.122756242752075,99720.0
4,2.678450345993042,99720.0
5,2.802875280380249,99720.0
6,3.522953987121582,99720.0
7,3.6511800289154053,99720.0
8,4.104759216308594,99720.0
9,4.229107141494751,99720.0
10,4.673410177230835,99720.0
11,4.790530204772949,99720.0
12,5.231892108917236,99720.0
13,5.348259210586548,99720.0
14,5.894216299057007,99720.0
15,6.120268106460571,99720.0
16,6.773687124252319,99720.0
17,6.8902740478515625,99720.0
18,7.323984146118164,99720.0
19,7.440607070922852,99720.0
20,7.879435062408447,99720.0
21,7.9982500076293945,99720.0
22,8.545582056045532,99720.0
23,8.663117170333862,99720.0
24,9.111123323440552,99720.0
25,9.227441310882568,99720.0
26,9.669479131698608,99720.0
27,9.787383079528809,99720.0
28,10.229839086532593,99720.0
29,10.345703125,99720.0
30,10.89033317565918,99720.0
31,11.011356115341187,99720.0
32,11.55770230293274,99720.0
33,11.674399137496948,99720.0
34,12.11377215385437,99720.0
35,12.22972321510315,99720.0
36,12.669710159301758,99720.0
37,12.786567211151123,99720.0
38,13.225670099258423,99720.0
39,13.459899187088013,99720.0
40,13.910589933395386,99720.0
41,14.027175188064575,99720.0
42,14.469011306762695,99720.0
43,14.689848184585571,99720.0
44,15.274028062820435,99720.0
45,15.392664194107056,99720.0
46,15.936216115951538,99720.0
47,16.053429126739502,99720.0
48,16.59658718109131,99720.0
49,16.713722229003906,99720.0
50,17.268949031829834,99720.0
51,17.503244161605835,99720.0
52,17.944910049438477,99720.0
53,18.0624680519104,99720.0
54,18.510411977767944,99720.0
55,18.73578119277954,99720.0
56,19.295979976654053,99720.0
57,19.413886070251465,99720.0
58,19.85912322998047,99720.0
59,19.9810471534729,99720.0
60,20.426653146743774,99720.0
61,20.542877197265625,99720.0
62,20.992414236068726,99720.0
63,21.106362104415894,99720.0
64,21.780159950256348,99720.0
65,21.89730405807495,99720.0
66,22.444915294647217,99720.0
67,22.560553073883057,99720.0
68,23.01236605644226,99720.0
69,23.132511138916016,99720.0
70,23.583649158477783,99720.0
71,23.7039532661438,99720.0
72,24.400196075439453,99720.0
73,24.520215034484863,99720.0
74,24.957782983779907,99720.0
75,25.073719024658203,99720.0
76,25.517625093460083,99720.0
77,25.632323026657104,99720.0
78,26.076970100402832,99720.0
79,26.193115234375,99720.0
80,26.860713958740234,99720.0
81,26.982741117477417,99720.0
82,27.41999101638794,99720.0
83,27.536752223968506,99720.0
84,27.9824161529541,99720.0
85,28.098182201385498,99720.0
86,28.549538135528564,99720.0
87,28.665228128433228,99720.0
88,29.119665145874023,99720.0
89,29.241258144378662,99720.0
90,29.688557147979736,99720.0
91,29.804956197738647,99720.0
92,30.2483332157135,99720.0
93,30.369033098220825,99720.0
94,30.816965103149414,99720.0
95,30.93199896812439,99720.0
96,31.603338956832886,99720.0
97,31.722978115081787,99720.0
98,32.16743230819702,99720.0
99,32.28557014465332,99720.0
100,32.727055072784424,99720.0
101,32.845399141311646,99720.0
102,33.283836126327515,99720.0
103,33.405396938323975,99720.0
104,34.180686235427856,99720.0
105,34.3018741607666,99720.0
106,34.84728717803955,99720.0
107,34.96319222450256,99720.0
108,35.4064781665802,99720.0
109,35.52156209945679,99720.0
110,35.97151207923889,99720.0
111,36.085689067840576,99720.0
112,36.652752161026,99720.0
113,36.76954913139343,99720.0
114,37.20687818527222,99720.0
115,37.322813272476196,99720.0
116,37.76800012588501,99720.0
117,37.88939023017883,99720.0
118,38.32802724838257,99720.0
119,38.44508218765259,99720.0
120,39.099231004714966,99720.0
121,39.22518301010132,99720.0
122,39.67271304130554,99720.0
123,39.79162311553955,99720.0
124,40.2364821434021,99720.0
125,40.360241174697876,99720.0
126,40.80656719207764,99720.0
127,40.92183232307434,99720.0
128,41.60308313369751,99720.0
129,41.72685527801514,99720.0
130,42.163565158843994,99720.0
131,42.283748149871826,99720.0
132,42.72663712501526,99720.0
133,42.84586715698242,99720.0
134,43.2875862121582,99720.0
135,43.40837907791138,99720.0
136,43.86070394515991,99720.0
137,43.982484102249146,99720.0
138,44.43076825141907,99720.0
139,44.55358099937439,99720.0
140,44.99726724624634,99720.0
141,45.112237215042114,99720.0
142,45.5673291683197,99720.0
143,45.68710207939148,99720.0
144,46.37908911705017,99720.0
145,46.501609086990356,99720.0
146,46.94766306877136,99720.0
147,47.06441807746887,99720.0
148,47.51263999938965,99720.0
149,47.62823510169983,99720.0
150,48.079416036605835,99720.0
151,48.198163986206055,99720.0
152,48.874492168426514,99720.0
153,48.99991822242737,99720.0
154,49.450881004333496,99720.0
155,49.56817102432251,99720.0
156,50.008294105529785,99720.0
157,50.12506914138794,99720.0
158,50.57229804992676,99720.0
159,50.69039726257324,99720.0
160,51.33692002296448,99720.0
161,51.45667624473572,99720.0
162,51.89363932609558,99720.0
163,52.011449098587036,99720.0
164,52.45669913291931,99720.0
165,52.57774901390076,99720.0
166,53.01336121559143,99720.0
167,53.12872815132141,99720.0
168,53.78725624084473,99720.0
169,53.91125297546387,99720.0
